 ID,X, Y, Z, Description
 HAO:0000528,4,1,2, median profurco-procoxal muscle
 HAO:0000529,4.5,1,2, median propodeal carina
 HAO:0000530,5,1,2, median propodeal keel
 HAO:0000531,5.5,1,2, median sclerotized style
 HAO:0000532,6,1,2, median sulcus of postgenal bridge
 HAO:0000533,6.5,1,2, mediolateral S9-cupulal muscle
 HAO:0000534,0.5,1.5,2, mentum
 HAO:0000535,1,1.5,2, meron
 HAO:0000536,1.5,1.5,2, mesepimeral inflection
 HAO:0000537,2,1.5,2, mesepimeral ridge
 HAO:0000538,2.5,1.5,2, mesepimeral sulcus
 HAO:0000539,3,1.5,2, mesepimeron
 HAO:0000540,3.5,1.5,2, mesepisternal groove
 HAO:0000541,4,1.5,2, mesepisternum
 HAO:0000542,4.5,1.5,2, mesobasalare
 HAO:0000543,5,1.5,2, mesocoxal depression
 HAO:0000544,5.5,1.5,2, mesocoxo-mesosubalar muscle
 HAO:0000545,6,1.5,2, mesodiscrimen
 HAO:0000546,6.5,1.5,2, mesodiscrimenal lamella
 HAO:0000547,0.5,2,2, mesofurca
 HAO:0000548,1,2,2, mesofurcal bridge
 HAO:0000549,1.5,2,2, mesofurcal pit
 HAO:0000550,2,2,2, mesofurco-mesocoxal muscle
 HAO:0000551,2.5,2,2, mesofurco-mesolaterophragmal muscle
 HAO:0000552,3,2,2, mesofurco-metabasalar muscle
 HAO:0000553,3.5,2,2, mesometapleural sulcus
 HAO:0000554,4,2,2, mesometapleural suture
 HAO:0000555,4.5,2,2, mesometapleuron
 HAO:0000556,5,2,2, mesonotum
 HAO:0000557,5.5,2,2, mesopectus
 HAO:0000558,6,2,2, mesophragma
 HAO:0000559,6.5,2,2, mesopleural carina
 HAO:0000560,0.5,2.5,2, mesopleural epicoxal sulcus
 HAO:0000561,1,2.5,2, mesopleural pit
 HAO:0000562,1.5,2.5,2, mesopleural triangle
 HAO:0000563,2,2.5,2, mesopleuro-mesobasalar muscle
 HAO:0000564,2.5,2.5,2, mesopleuro-mesocoxal muscle
 HAO:0000565,3,2.5,2, mesopleuro-third axillary sclerite of hind wing muscle
 HAO:0000566,3.5,2.5,2, mesopleuron
 HAO:0000567,4,2.5,2, mesopostnotum
 HAO:0000568,4.5,2.5,2, mesopostscutellum
 HAO:0000569,5,2.5,2, mesoscutal humeral sulcus
 HAO:0000570,5.5,2.5,2, mesoscutal suprahumeral sulcus
 HAO:0000571,6,2.5,2, mesoscutellar appendage
 HAO:0000572,6.5,2.5,2, mesoscutellar-axillar complex
 HAO:0000573,0.5,3,2, mesoscutello-metanotal muscle
 HAO:0000574,1,3,2, mesoscutellum
 HAO:0000575,1.5,3,2, mesoscutum
 HAO:0000576,2,3,2, mesosoma
 HAO:0000577,2.5,3,2, mesospinasterno-metafurcal muscle
 HAO:0000578,3,3,2, mesosterno-mesocoxal muscle
 HAO:0000579,3.5,3,2, mesosterno-procoxal muscle
 HAO:0000580,4,3,2, mesosternum
 HAO:0000581,4.5,3,2, mesosubalare
 HAO:0000582,5,3,2, anterior thoracic spiracle
 HAO:0000583,5.5,3,2, mesothorax
 HAO:0000584,6,3,2, mesotrochantin
 HAO:0000585,6.5,3,2, mesotrochantinal plate
 HAO:0000586,0.5,3.5,2, metabasalare
 HAO:0000587,1,3.5,2, metacoxa
 HAO:0000588,1.5,3.5,2, metacoxal depression
 HAO:0000589,2,3.5,2, metacoxo-metasubalar muscle
 HAO:0000590,2.5,3.5,2, metadiscrimen
 HAO:0000591,3,3.5,2, metadiscrimenal lamella
 HAO:0000592,3.5,3.5,2, metafurca
 HAO:0000593,4,3.5,2, metafurcal arm
 HAO:0000594,4.5,3.5,2, metafurcal pit
 HAO:0000595,5,3.5,2, metafurco-mesofurcal
 HAO:0000596,5.5,3.5,2, metafurco-metacoxal muscle
 HAO:0000597,6,3.5,2, metafurco-metatrochanteral muscle
 HAO:0000598,6.5,3.5,2, metafurco-second abdominal sternal muscle
 HAO:0000599,0.5,4,2, metanotal spine
 HAO:0000600,1,4,2, metanotal trough
 HAO:0000601,1.5,4,2, metanotal-propodeal sulcus
 HAO:0000602,2,4,2, metanoto-metatrochanteral muscle
 HAO:0000603,2.5,4,2, metanotum
 HAO:0000604,3,4,2, metapectal-propodeal complex
 HAO:0000605,3.5,4,2, metapectus
 HAO:0000606,4,4,2, metaphragma
 HAO:0000607,4.5,4,2, metapleural apodeme
 HAO:0000608,5,4,2, metapleural arm
 HAO:0000609,5.5,4,2, metapleural carina
 HAO:0000610,6,4,2, metapleural epicoxal carina
 HAO:0000611,6.5,4,2, metapleural epicoxal sulcus
 HAO:0000612,0.5,4.5,2, metapleural pit
 HAO:0000613,1,4.5,2, metapleural ridge
 HAO:0000614,1.5,4.5,2, metapleural sulcus
 HAO:0000615,2,4.5,2, metapleural triangle
 HAO:0000616,2.5,4.5,2, metapleuro-metabasalar muscle
 HAO:0000617,3,4.5,2, metapleuro-metanotal muscle
 HAO:0000618,3.5,4.5,2, metapleuro-metasubalar muscle
 HAO:0000619,4,4.5,2, metapleuro-metatrochanteral muscle
 HAO:0000620,4.5,4.5,2, metapleuro-third axillary sclerite of hind wing muscle
 HAO:0000621,5,4.5,2, metapleuron
 HAO:0000622,5.5,4.5,2, metapostnotum
 HAO:0000623,6,4.5,2, metascutellar arm
 HAO:0000624,6.5,4.5,2, metascutellar carina
 HAO:0000625,0.5,5,2, metascutellum
 HAO:0000626,1,5,2, metasoma
 HAO:0000627,1.5,5,2, metasomal depression
 HAO:0000628,2,5,2, metasternum
 HAO:0000629,2.5,5,2, metasubalare
 HAO:0000630,3,5,2, metathorax
 HAO:0000631,3.5,5,2, metatibia
 HAO:0000632,4,5,2, metepimeron
 HAO:0000633,4.5,5,2, metepisternal depression
 HAO:0000634,5,5,2, metepisternum
 HAO:0000635,5.5,5,2, mid coxa
 HAO:0000636,6,5,2, mid leg
 HAO:0000637,6.5,5,2, midpit
 HAO:0000638,0.5,5.5,2, monocondylic joint
 HAO:0000639,1,5.5,2, mouthparts
 HAO:0000640,1.5,5.5,2, multiporous plate sensillum
 HAO:0000641,2,5.5,2, muscle
 HAO:0000642,2.5,5.5,2, muscle bearing process of the metanotum
 HAO:0000643,3,5.5,2, musculus retractor unguis
 HAO:0000644,3.5,5.5,2, netrion
 HAO:0000645,4,5.5,2, netrion apodeme
 HAO:0000646,4.5,5.5,2, netrion sulcus
 HAO:0000647,5,5.5,2, notaulus
 HAO:0000648,5.5,5.5,2, notch
 HAO:0000649,6,5.5,2, notopleural suture
 HAO:0000650,6.5,5.5,2, notum
 HAO:0000651,0.5,6,2, nucha
 HAO:0000652,1,6,2, occipital arch
 HAO:0000653,1.5,6,2, occipital carina
 HAO:0000654,2,6,2, propleural fossa of the cranium
 HAO:0000655,2.5,6,2, occipital depression
 HAO:0000656,3,6,2, occipital sulcus
 HAO:0000657,3.5,6,2, occiptal condyle
 HAO:0000658,4,6,2, occiput
 HAO:0000659,4.5,6,2, occlusor muscle apodeme
 HAO:0000660,5,6,2, ocellar fovea
 HAO:0000661,5.5,6,2, ocellus
 HAO:0000662,6,6,2, ocular ocellar line
 HAO:0000663,6.5,6,2, ocular sclerite
 HAO:0000664,0.5,6.5,2, ocular suture
 HAO:0000665,1,6.5,2, odontoidea
 HAO:0000666,1.5,6.5,2, ommatidium
 HAO:0000667,2,6.5,2, open coxal cavity
 HAO:0000668,2.5,6.5,2, operculum
 HAO:0000669,3,6.5,2, oral cavity
 HAO:0000670,3.5,6.5,2, oral foramen
 HAO:0000671,4,6.5,2, orbicula
 HAO:0000672,4.5,6.5,2, orbit
 HAO:0000673,5,6.5,2, orbital band
 HAO:0000674,5.5,6.5,2, orbital carina
 HAO:0000675,6,6.5,2, outer carina of the mandible
 HAO:0000676,6.5,6.5,2, outer groove
 HAO:0000677,0.5,0.5,2.5, outer orbit
 HAO:0000678,1,0.5,2.5, ovipore
 HAO:0000679,1.5,0.5,2.5, ovipositor
 HAO:0000680,2,0.5,2.5, ovipositor sheath
 HAO:0000681,2.5,0.5,2.5, paddle shaped seta
 HAO:0000682,3,0.5,2.5, palpifer
 HAO:0000683,3.5,0.5,2.5, palpus
 HAO:0000684,4,0.5,2.5, paracoxal ridge
 HAO:0000685,4.5,0.5,2.5, paracoxal sulcus
 HAO:0000686,5,0.5,2.5, paraglossa
 HAO:0000687,5.5,0.5,2.5, premento-paraglossal muscle
 HAO:0000688,6,0.5,2.5, paramandibular process
 HAO:0000689,6.5,0.5,2.5, paraocular area
 HAO:0000690,0.5,1,2.5, paraocular carina
 HAO:0000691,1,1,2.5, paraocular lobe
 HAO:0000692,1.5,1,2.5, parapenis
 HAO:0000693,2,1,2.5, parapenisjugum
 HAO:0000694,2.5,1,2.5, parapsidal line
 HAO:0000695,3,1,2.5, parapsis
 HAO:0000696,3.5,1,2.5, parascrobal area
 HAO:0000697,4,1,2.5, parascutal carina
 HAO:0000698,4.5,1,2.5, paravalva
 HAO:0000699,5,1,2.5, parietal
 HAO:0000700,5.5,1,2.5, parietal band
 HAO:0000701,6,1,2.5, parossiculo-penisvalval muscle
 HAO:0000702,6.5,1,2.5, parossiculo-phallotremal muscle
 HAO:0000703,0.5,1.5,2.5, parossiculus
 HAO:0000704,1,1.5,2.5, patch
 HAO:0000705,1.5,1.5,2.5, pectus
 HAO:0000706,2,1.5,2.5, pedicel
 HAO:0000707,2.5,1.5,2.5, penisvalva
 HAO:0000708,3,1.5,2.5, penisvalvo-endophallal muscle
 HAO:0000709,3.5,1.5,2.5, penisvalvo-gonossiculal muscle
 HAO:0000710,4,1.5,2.5, penisvalvo-phallotremal muscle
 HAO:0000711,4.5,1.5,2.5, peristome
 HAO:0000712,5,1.5,2.5, peritreme
 HAO:0000713,5.5,1.5,2.5, phallobase
 HAO:0000714,6,1.5,2.5, phallotrema
 HAO:0000715,6.5,1.5,2.5, pharate adult
 HAO:0000716,0.5,2,2.5, phragma
 HAO:0000717,1,2,2.5, pile
 HAO:0000718,1.5,2,2.5, pit
 HAO:0000719,2,2,2.5, planta
 HAO:0000720,2.5,2,2.5, pleural apodeme
 HAO:0000721,3,2,2.5, pleural apophysis
 HAO:0000722,3.5,2,2.5, pleural area
 HAO:0000723,4,2,2.5, pleural pit
 HAO:0000724,4.5,2,2.5, pleural ridge
 HAO:0000725,5,2,2.5, pleural suture
 HAO:0000726,5.5,2,2.5, pleural wing process
 HAO:0000727,6,2,2.5, pleurite
 HAO:0000728,6.5,2,2.5, pleuro-ventral line
 HAO:0000729,0.5,2.5,2.5, pleuron
 HAO:0000730,1,2.5,2.5, pleurostoma
 HAO:0000731,1.5,2.5,2.5, pleurostomal condyle
 HAO:0000732,2,2.5,2.5, pleurostomal fossa
 HAO:0000733,2.5,2.5,2.5, pleurostomal ridge
 HAO:0000734,3,2.5,2.5, pleurostomal suture
 HAO:0000735,3.5,2.5,2.5, plica
 HAO:0000736,4,2.5,2.5, plica basalis
 HAO:0000737,4.5,2.5,2.5, plica vannalis
 HAO:0000738,5,2.5,2.5, plical area
 HAO:0000739,5.5,2.5,2.5, pollex
 HAO:0000740,6,2.5,2.5, postacetabular patch
 HAO:0000741,6.5,2.5,2.5, postacetabular sulcus
 HAO:0000742,0.5,3,2.5, postalar process
 HAO:0000743,1,3,2.5, postclypeus
 HAO:0000744,1.5,3,2.5, postcubitus
 HAO:0000745,2,3,2.5, anterior cranio-mandibular muscle
 HAO:0000746,2.5,3,2.5, posterior extension of preaxilla
 HAO:0000747,3,3,2.5, posterior glossal plate
 HAO:0000748,3.5,3,2.5, posterior glossal sclerite
 HAO:0000749,4,3,2.5, posterior labral retractor
 HAO:0000750,4.5,3,2.5, posterior lingual plate
 HAO:0000751,5,3,2.5, posterior mesepimeral area
 HAO:0000752,5.5,3,2.5, posterior mesepimeral inflection
 HAO:0000753,6,3,2.5, posterior mesofurco-mesolaterophragmal muscle
 HAO:0000754,6.5,3,2.5, posterior mesonoto-mesotrochanteral muscle
 HAO:0000755,0.5,3.5,2.5, posterior mesopleuro-mesofurcal muscle
 HAO:0000756,1,3.5,2.5, posterior mesopleuro-third axillary sclerite of fore wing muscle
 HAO:0000757,1.5,3.5,2.5, posterior mesoscutellar sulcus
 HAO:0000758,2,3.5,2.5, posterior notal wing process
 HAO:0000759,2.5,3.5,2.5, posterior ocellar line
 HAO:0000760,3,3.5,2.5, posterior profurcal lamella
 HAO:0000761,3.5,3.5,2.5, posterior pronotal inflection
 HAO:0000762,4,3.5,2.5, posterior pronotal sulcus
 HAO:0000763,4.5,3.5,2.5, posterior propodeal projection
 HAO:0000764,5,3.5,2.5, posterior scutellar depression
 HAO:0000765,5.5,3.5,2.5, posterior scutum
 HAO:0000766,6,3.5,2.5, posterior subalar pit
 HAO:0000767,6.5,3.5,2.5, posterior supraalar area
 HAO:0000768,0.5,4,2.5, posterior tentorial pit
 HAO:0000769,1,4,2.5, posterior thoracic spiracle
 HAO:0000770,1.5,4,2.5, posterodorsal edge of pronotum
 HAO:0000771,2,4,2.5, posterodorsal edge of the mesopleuron
 HAO:0000772,2.5,4,2.5, posterolateral pronotal area
 HAO:0000773,3,4,2.5, posterolateral pronotal carina
 HAO:0000774,3.5,4,2.5, posterolateral pronotal sulcus
 HAO:0000775,4,4,2.5, posteroventral metapleural pit
 HAO:0000776,4.5,4,2.5, postgena
 HAO:0000777,5,4,2.5, postgenal bridge
 HAO:0000778,5.5,4,2.5, postgenal cushion
 HAO:0000779,6,4,2.5, postgenal pit
 HAO:0000780,6.5,4,2.5, postgenal sulcus
 HAO:0000781,0.5,4.5,2.5, postgenal suture
 HAO:0000782,1,4.5,2.5, postlabium
 HAO:0000783,1.5,4.5,2.5, postmarginal vein
 HAO:0000784,2,4.5,2.5, postmedian notal wing process
 HAO:0000785,2.5,4.5,2.5, postmentum
 HAO:0000786,3,4.5,2.5, postnotum
 HAO:0000787,3.5,4.5,2.5, postoccipital ridge
 HAO:0000788,4,4.5,2.5, postoccipital sulcus
 HAO:0000789,4.5,4.5,2.5, postoccipital suture
 HAO:0000790,5,4.5,2.5, postocciput
 HAO:0000791,5.5,4.5,2.5, postocellar furrow
 HAO:0000792,6,4.5,2.5, postocellar vertex
 HAO:0000793,6.5,4.5,2.5, postorbital carina
 HAO:0000794,0.5,5,2.5, postpectal carina
 HAO:0000795,1,5,2.5, postphragma
 HAO:0000796,1.5,5,2.5, poststernite
 HAO:0000797,2,5,2.5, posttergite
 HAO:0000798,2.5,5,2.5, preapical tooth
 HAO:0000799,3,5,2.5, prearticular incisure
 HAO:0000800,3.5,5,2.5, preaxilla
 HAO:0000801,4,5,2.5, preaxillar carina
 HAO:0000802,4.5,5,2.5, prelabium
 HAO:0000803,5,5,2.5, postmento-premental muscle
 HAO:0000804,5.5,5,2.5, prementum
 HAO:0000805,6,5,2.5, preoccipital carina
 HAO:0000806,6.5,5,2.5, preoccipital furrow
 HAO:0000807,0.5,5.5,2.5, preoccipital lunula
 HAO:0000808,1,5.5,2.5, preocellar pit
 HAO:0000809,1.5,5.5,2.5, preoral cavity
 HAO:0000810,2,5.5,2.5, preorbital carina
 HAO:0000811,2.5,5.5,2.5, prepectus
 HAO:0000812,3,5.5,2.5, prepupa
 HAO:0000813,3.5,5.5,2.5, prescutal ridge
 HAO:0000814,4,5.5,2.5, prescutal sulcus
 HAO:0000815,4.5,5.5,2.5, prescutum
 HAO:0000816,5,5.5,2.5, prespecular sulcus
 HAO:0000817,5.5,5.5,2.5, prespiracular propodeal area
 HAO:0000818,6,5.5,2.5, presternum
 HAO:0000819,6.5,5.5,2.5, prestigma
 HAO:0000820,0.5,6,2.5, pretarsus
 HAO:0000821,1,6,2.5, primary gonopore
 HAO:0000822,1.5,6,2.5, process
 HAO:0000823,2,6,2.5, prodiscrimen
 HAO:0000824,2.5,6,2.5, prodiscrimenal lamella
 HAO:0000825,3,6,2.5, profurca
 HAO:0000826,3.5,6,2.5, profurcal arm
 HAO:0000827,4,6,2.5, profurcal pit
 HAO:0000828,4.5,6,2.5, profurco-laterocervical muscle
 HAO:0000829,5,6,2.5, projection
 HAO:0000830,5.5,6,2.5, pronope
 HAO:0000831,6,6,2.5, pronotal cervical sulcus
 HAO:0000832,6.5,6,2.5, pronotal collar
 HAO:0000833,0.5,6.5,2.5, pronotal cushion
 HAO:0000834,1,6.5,2.5, pronotal flange
 HAO:0000835,1.5,6.5,2.5, pronotal groove
 HAO:0000836,2,6.5,2.5, pronotal lobe
 HAO:0000837,2.5,6.5,2.5, pronotal neck
 HAO:0000838,3,6.5,2.5, pronotal plate
 HAO:0000839,3.5,6.5,2.5, pronotal projection
 HAO:0000840,4,6.5,2.5, pronotal shoulder
 HAO:0000841,4.5,6.5,2.5, pronotal side
 HAO:0000842,5,6.5,2.5, pronotal suprahumeral sulcus
 HAO:0000843,5.5,6.5,2.5, pronotal verricule
 HAO:0000844,6,6.5,2.5, pronoto-laterocervical muscle
 HAO:0000845,6.5,6.5,2.5, pronoto-mesobasalar muscle
 HAO:0000846,0.5,0.5,3, pronoto-mesothoracic spiracle muscle
 HAO:0000847,1,0.5,3, pronoto-postoccipital muscle
 HAO:0000848,1.5,0.5,3, pronoto-procoxal muscle
 HAO:0000849,2,0.5,3, pronoto-profurcal muscle
 HAO:0000850,2.5,0.5,3, pronoto-prophragmal muscle
 HAO:0000851,3,0.5,3, pronoto-propleural muscle
 HAO:0000852,3.5,0.5,3, pronoto-third axillary sclerite muscle
 HAO:0000853,4,0.5,3, pronotum
 HAO:0000854,4.5,0.5,3, propectus
 HAO:0000855,5,0.5,3, prophragma
 HAO:0000856,5.5,0.5,3, propleural arm
 HAO:0000857,6,0.5,3, propleural cervical sulcus
 HAO:0000858,6.5,0.5,3, propleural epicoxal sulcus
 HAO:0000859,0.5,1,3, propleuro-postoccipital muscle
 HAO:0000860,1,1,3, propleuro-procoxal muscle
 HAO:0000861,1.5,1,3, propleuro-protrochanteral muscle
 HAO:0000862,2,1,3, propleuron
 HAO:0000863,2.5,1,3, propodeal bridge
 HAO:0000864,3,1,3, propodeal carina
 HAO:0000865,3.5,1,3, propodeal foramen
 HAO:0000866,4,1,3, propodeal tooth
 HAO:0000867,4.5,1,3, propodeo-first metasomal spiracle muscle
 HAO:0000868,5,1,3, propodeo-second abdominal sternal muscle
 HAO:0000869,5.5,1,3, propodeo-second abdominal tergal muscle
 HAO:0000870,6,1,3, prospinasterno-mesofurcal muscle
 HAO:0000871,6.5,1,3, prosternal incision
 HAO:0000872,0.5,1.5,3, prosterno-procoxal muscle
 HAO:0000873,1,1.5,3, prosternum
 HAO:0000874,1.5,1.5,3, prothorax
 HAO:0000875,2,1.5,3, protibial spur
 HAO:0000876,2.5,1.5,3, proximal gonostipo-parossiculal muscle
 HAO:0000877,3,1.5,3, proximodorsal gonostyle/volsella complex-penisvalval muscle
 HAO:0000878,3.5,1.5,3, proximolateral apodeme of cupula
 HAO:0000879,4,1.5,3, proximoventral gonostyle/volsella complex-penisvalval muscle
 HAO:0000880,4.5,1.5,3, pseudoceps
 HAO:0000881,5,1.5,3, pseudophragma
 HAO:0000882,5.5,1.5,3, pteralia
 HAO:0000883,6,1.5,3, pterothorax
 HAO:0000884,6.5,1.5,3, pulvillum
 HAO:0000885,0.5,2,3, puncture
 HAO:0000886,1,2,3, pupa
 HAO:0000887,1.5,2,3, pygidial plate
 HAO:0000888,2,2,3, radial vein
 HAO:0000889,2.5,2,3, radicle
 HAO:0000890,3,2,3, radio-medial cross vein
 HAO:0000891,3.5,2,3, ramal rod
 HAO:0000892,4,2,3, rami valvularum
 HAO:0000893,4.5,2,3, region
 HAO:0000894,5,2,3, remigial region
 HAO:0000895,5.5,2,3, reproductive system
 HAO:0000896,6,2,3, retractor of the epipharynx
 HAO:0000897,6.5,2,3, retractor of the mouth angle
 HAO:0000898,0.5,2.5,3, rhachis
 HAO:0000899,1,2.5,3, ridge
 HAO:0000900,1.5,2.5,3, rim
 HAO:0000901,2,2.5,3, row
 HAO:0000902,2.5,2.5,3, row of impressions
 HAO:0000903,3,2.5,3, row of setae
 HAO:0000904,3.5,2.5,3, ruga
 HAO:0000905,4,2.5,3, salivarial orifice
 HAO:0000906,4.5,2.5,3, salivarium
 HAO:0000907,5,2.5,3, scale
 HAO:0000908,5.5,2.5,3, scape
 HAO:0000909,6,2.5,3, sclerite
 HAO:0000910,6.5,2.5,3, scopa
 HAO:0000911,0.5,3,3, scrobal depression
 HAO:0000912,1,3,3, scrobe
 HAO:0000913,1.5,3,3, sculpture
 HAO:0000914,2,3,3, scutellar bridge
 HAO:0000915,2.5,3,3, scutellar disc
 HAO:0000916,3,3,3, scutellar fovea
 HAO:0000917,3.5,3,3, scutellar sulcus
 HAO:0000918,4,3,3, scutoscutellar ridge
 HAO:0000919,4.5,3,3, scutoscutellar sulcus
 HAO:0000920,5,3,3, scutoscutellar suture
 HAO:0000921,5.5,3,3, second axillary sclerite
 HAO:0000922,6,3,3, second dorsal diagonal muscle
 HAO:0000923,6.5,3,3, second median plate
 HAO:0000924,0.5,3.5,3, second mesopleuro-mesonotal muscle
 HAO:0000925,1,3.5,3, second phragmo-third phragmal muscle
 HAO:0000926,1.5,3.5,3, proximal gonostyle/volsella complex-harpal muscle
 HAO:0000927,2,3.5,3, second valvifer
 HAO:0000928,2.5,3.5,3, second valvula
 HAO:0000929,3,3.5,3, segment
 HAO:0000930,3.5,3.5,3, sense organ
 HAO:0000931,4,3.5,3, sensillar patch
 HAO:0000932,4.5,3.5,3, sensillar patch of the male flagellomere
 HAO:0000933,5,3.5,3, sensillum
 HAO:0000934,5.5,3.5,3, sensillum trichodeum curvatum
 HAO:0000935,6,3.5,3, seta
 HAO:0000936,6.5,3.5,3, setiferous patch
 HAO:0000937,0.5,4,3, sex flagellomere
 HAO:0000938,1,4,3, signum
 HAO:0000939,1.5,4,3, sitophore
 HAO:0000940,2,4,3, skaphion
 HAO:0000941,2.5,4,3, skaphion carina
 HAO:0000942,3,4,3, spatha
 HAO:0000943,3.5,4,3, specialized adhesive spur
 HAO:0000944,4,4,3, speculum
 HAO:0000945,4.5,4,3, spermatheca
 HAO:0000946,5,4,3, spiculum
 HAO:0000947,5.5,4,3, spina
 HAO:0000948,6,4,3, spinasternum
 HAO:0000949,6.5,4,3, spine
 HAO:0000950,0.5,4.5,3, spiracle
 HAO:0000951,1,4.5,3, spur
 HAO:0000952,1.5,4.5,3, sternacostal suture
 HAO:0000953,2,4.5,3, sternaulus
 HAO:0000954,2.5,4.5,3, sternellum
 HAO:0000955,3,4.5,3, sternite
 HAO:0000956,3.5,4.5,3, sternum
 HAO:0000957,4,4.5,3, stigma
 HAO:0000958,4.5,4.5,3, stipes
 HAO:0000959,5,4.5,3, stylet
 HAO:0000960,5.5,4.5,3, subalar area
 HAO:0000961,6,4.5,3, subalar pit
 HAO:0000962,6.5,4.5,3, subalare
 HAO:0000963,0.5,5,3, hypoproct
 HAO:0000964,1,5,3, subantennal area
 HAO:0000965,1.5,5,3, subantennal groove
 HAO:0000966,2,5,3, subaxillular bar
 HAO:0000967,2.5,5,3, subcosta
 HAO:0000968,3,5,3, subgenal carina
 HAO:0000969,3.5,5,3, subgenal coronet
 HAO:0000970,4,5,3, submarginal carina of abdominal tergite
 HAO:0000971,4.5,5,3, submarginal groove
 HAO:0000972,5,5,3, submarginal vein
 HAO:0000973,5.5,5,3, submedian carina
 HAO:0000974,6,5,3, submetapleural carina
 HAO:0000975,6.5,5,3, subpleural signum
 HAO:0000976,0.5,5.5,3, subpleuron
 HAO:0000977,1,5.5,3, sucking pump
 HAO:0000978,1.5,5.5,3, sulcus
 HAO:0000979,2,5.5,3, supraalar area
 HAO:0000980,2.5,5.5,3, epiproct
 HAO:0000981,3,5.5,3, supraclypeal area
 HAO:0000982,3.5,5.5,3, suture
 HAO:0000983,4,5.5,3, synsternal setiferous patch
 HAO:0000984,4.5,5.5,3, synsternal translucent patch
 HAO:0000985,5,5.5,3, synsternum
 HAO:0000986,5.5,5.5,3, syntergal translucent patch
 HAO:0000987,6,5.5,3, syntergum
 HAO:0000988,6.5,5.5,3, tagma
 HAO:0000989,0.5,6,3, tarsal claw
 HAO:0000990,1,6,3, tarsal plantula
 HAO:0000991,1.5,6,3, tarsomere
 HAO:0000992,2,6,3, tarsus
 HAO:0000993,2.5,6,3, tegula
 HAO:0000994,3,6,3, telotarsus
 HAO:0000995,3.5,6,3, temple
 HAO:0000996,4,6,3, tendon
 HAO:0000997,4.5,6,3, tentorial arm
 HAO:0000998,5,6,3, tentorial bridge
 HAO:0000999,5.5,6,3, tentorial pit
 HAO:0001000,6,6,3, tentorio-antennal muscle
 HAO:0001001,6.5,6,3, tentorio-labial muscle
 HAO:0001002,0.5,6.5,3, tentorio-stipital muscle
 HAO:0001003,1,6.5,3, tentorium
 HAO:0001004,1.5,6.5,3, terebra
 HAO:0001005,2,6.5,3, tergite
 HAO:0001006,2.5,6.5,3, tergum
 HAO:0001007,3,6.5,3, testis
 HAO:0001008,3.5,6.5,3, third abdominal tergite
 HAO:0001009,4,6.5,3, third axillary
 HAO:0001010,4.5,6.5,3, third mesopleuro-mesonotal muscle
 HAO:0001011,5,6.5,3, third phragmo-second abdominal tergal muscle
 HAO:0001012,5.5,6.5,3, third valvula
 HAO:0001013,6,6.5,3, thoracic segment
 HAO:0001014,6.5,6.5,3, thoracic sternum
 HAO:0001015,0.5,0.5,3.5, thorax
 HAO:0001016,1,0.5,3.5, thyridium
 HAO:0001017,1.5,0.5,3.5, tibia
 HAO:0001018,2,0.5,3.5, tibial spur
 HAO:0001019,2.5,0.5,3.5, tooth
 HAO:0001020,3,0.5,3.5, torular space
 HAO:0001021,3.5,0.5,3.5, torular triangle
 HAO:0001022,4,0.5,3.5, torulus
 HAO:0001023,4.5,0.5,3.5, transaxillar carina
 HAO:0001024,5,0.5,3.5, translucent patch
 HAO:0001025,5.5,0.5,3.5, transmetanotal carina
 HAO:0001026,6,0.5,3.5, transpleural sulcus
 HAO:0001027,6.5,0.5,3.5, transscutal fissure
 HAO:0001028,0.5,1,3.5, transscutal line
 HAO:0001029,1,1,3.5, transverse carina on petiole
 HAO:0001030,1.5,1,3.5, transverse epipharyngeal muscle
 HAO:0001031,2,1,3.5, transverse pronotal carina
 HAO:0001032,2.5,1,3.5, transverse pronotal sulcus
 HAO:0001033,3,1,3.5, trochantellus
 HAO:0001034,3.5,1,3.5, trochanter
 HAO:0001035,4,1,3.5, trochantin
 HAO:0001036,4.5,1,3.5, tubercle
 HAO:0001037,5,1,3.5, tuberculate verricule
 HAO:0001038,5.5,1,3.5, type I sensillum trichodea
 HAO:0001039,6,1,3.5, mechanosensory hair
 HAO:0001040,6.5,1,3.5, umbilicated fovea
 HAO:0001041,0.5,1.5,3.5, uncus
 HAO:0001042,1,1.5,3.5, unguifer
 HAO:0001043,1.5,1.5,3.5, unguitractor plate
 HAO:0001044,2,1.5,3.5, upper face
 HAO:0001045,2.5,1.5,3.5, upper mesopleural rim
 HAO:0001046,3,1.5,3.5, valvar ridge
 HAO:0001047,3.5,1.5,3.5, valviceps
 HAO:0001048,4,1.5,3.5, valvispina
 HAO:0001049,4.5,1.5,3.5, valvula
 HAO:0001050,5,1.5,3.5, valvura
 HAO:0001051,5.5,1.5,3.5, vannal region
 HAO:0001052,6,1.5,3.5, vas deferens
 HAO:0001053,6.5,1.5,3.5, velum
 HAO:0001054,0.5,2,3.5, ventral apodeme of the first phragma
 HAO:0001055,1,2,3.5, ventral bridge of the pronotum
 HAO:0001056,1.5,2,3.5, ventral carina of the metapleuron
 HAO:0001057,2,2,3.5, ventral cibarial dilatator
 HAO:0001058,2.5,2,3.5, ventral edge of propleuron
 HAO:0001059,3,2,3.5, ventral lamella of the tentorium
 HAO:0001060,3.5,2,3.5, ventral mesopostnotal flange
